path,size_bytes,sha256,category,included,note
ml/tests/test_final_submission_structure.py,620,711b663438669e26a0e50baccca308ce2f795319d2233e21edbfd680d0759063,tests,true,
ml/tests/test_generate_abstracts.py,751,262683914e42d0192edd2d1f616d2edce951763048692e5417641cba6d755fb7,tests,true,
ml/tests/test_generate_chapter5_section.py,697,41b619469b19a1d9a55a34390609738cfcd28da0b8c90b25b3a4d31df8e7f53e,tests,true,
ml/tests/test_generate_chapter6_section.py,1420,63e2d2fc7c13f226c5aba68c63bf7901597235489adfc1232d2b23a533ed0122,tests,true,
ml/tests/test_generate_run_commands.py,785,2fb21b51f6726b18b46dc2d90e358a14215b93261ff00e191b48a7a167d884ed,tests,true,
ml/tests/test_generate_summary_sections.py,1121,61aa573ef12251a8c7daf28f06286503a213f49515d3e626d8642302026a1b83,tests,true,
ml/tests/test_hybrid_eval.py,2871,85359073406207eb583d79b3bf5b57b3472b8f06980437cdd71b6c5c1d11670a,tests,true,
ml/tests/test_hybrid_real_eval.py,3403,217bb0a0f0a04035ec9f4cfc769dc242d324f40cca894135eecefcfa41640263,tests,true,
ml/tests/test_infra_diagnostics_compose_mount_policy.py,1607,77bea15ffa6a054594422f1927715bca07a53f512caec6e294f7ea00c7c7a0f4,tests,true,
ml/tests/test_infra_diagnostics_wazuh_mounts.py,1579,71431ffe557c1fbb2d3626c87d64ef9c8a887fa48ac95c8526ebc61e2666e915,tests,true,
ml/tests/test_lab_ae_eval.py,1696,bb0e8377c258f515222cc160830f0959ae01b5e1c8561897d392e597b924d209,tests,true,
ml/tests/test_lab_ae_features.py,3865,cbdef6a29d1981e94c8edb170b4ac6d04bcb86462646a98a2af5788338e361b5,tests,true,
ml/tests/test_lab_event_marker.py,2017,fe033b0b9c488983dd979d2584306843ffc50e2708cb74f89418d4943f139549,tests,true,
ml/tests/test_lab_feature_flow_csv_builder.py,2843,570d55cc94bf9a1d9cc0f6fac2326ba594a1bcdaa975a91495357f46a345af88,tests,true,
ml/tests/test_lab_feature_zeek_builder.py,4264,4ec9fcb7077d6e468a758a4651e2472d8542da6f0a21b85790de4b5b63028600,tests,true,
ml/tests/test_lab_session_doctor.py,1893,dab8d0673ab58c2898d67356b0028de974854b3baef63fdedf94e48224106d25,tests,true,
ml/tests/test_lab_session_plan.py,864,0b478cc1cdd94319f411c652eaf4cda34a6bf6766c3c06fe18c9ce1fd53e39cf,tests,true,
ml/tests/test_lab_session_summary.py,2036,4869555b85b8e4a922320f9e717203860577a6925903ed9b0428b7c95af7339b,tests,true,
ml/tests/test_live_dashboard_payload.py,1591,a6b210f3e0d5cd6bc14a9285a31e514ab31ff42e891136e36b2562820ee9933f,tests,true,
ml/tests/test_live_enrich_wazuh_alerts.py,8291,3179c6d406df79b97be58a037577cc2d53f529a42e17efd3c4e38d1f6c9eaef4,tests,true,
ml/tests/test_live_integration_thesis_section.py,1289,21d3e617b406e229b723592bbf6b6e061f691d3a72791977d38170b4df770f5b,tests,true,
ml/tests/test_live_integration_validation.py,2654,21d49d6f836be2820da0b955dcceaf4216f71e3c0f87bfd785e6abe0b7a3d736,tests,true,
ml/tests/test_live_smoke_docker.py,1233,fe92cd0c16b88b513508b8e7217dcd814562a9d7a447ad4288d1f09010b11e74,tests,true,
ml/tests/test_live_smoke_input_paths.py,1327,0e0958d7c4cd03b79c36a0757360bcc59968b251f2fd92d076cff20b9fa10fcf,tests,true,
ml/tests/test_live_smoke_make_dry_run.py,897,a197c50ff6010178173d22de50f108a92810a5b729738bbcf2baeaa2f57949a5,tests,true,
ml/tests/test_live_smoke_ml_service.py,1217,c39add761c8f3c1bb41e7d277a7317281d7bb201353fa241d760a265074b9cc5,tests,true,
ml/tests/test_live_smoke_model_artifacts.py,1064,891c37e68b235ca819d3e9ea3f065f47d3816558c480296ce01555654c74a3b1,tests,true,
ml/tests/test_live_smoke_opensearch.py,1186,d57b566af1f641ca5708487766b3307eb82abc25ca1b1187555e15b0c57d604e,tests,true,
ml/tests/test_live_smoke_readiness.py,1035,4d38217a22ad97ac070d41a2b957e6e9391195c7ded096c356e96209936b0344,tests,true,
ml/tests/test_measurement_manifest.py,1548,7ffbbf1a2d51ca9cb20e43ce14d7222a9b75645b34cc8f40bb235bad577098e4,tests,true,
ml/tests/test_measurement_provenance.py,1618,b6344305cdbdf163e0d41dccb6e9d2744fa75cc1538388de1ed608c163f16f8d,tests,true,
ml/tests/test_measurement_quality_alignment.py,3915,5604928ccfb01174ca2a79ac0e32b60f0d19c991a1883d88ac45512dcbb93aba,tests,true,
ml/tests/test_measurement_quality_claim_strength.py,2836,ad5bdd0053458202fda380eda004ce5bd2cdcf7e9703aad5225ad742c2b7bb59,tests,true,
ml/tests/test_measurement_quality_metric_consistency.py,2871,a43aef027b4d1d2c388c9826da7193471ea8e31810d41d90babf1541ac30d6d9,tests,true,
ml/tests/test_measurement_quality_scenario_coverage.py,4465,aabcfb5369964048f189e03fa576cecbba546e14085dd84021afd27284a4807e,tests,true,
ml/tests/test_measurement_quality_summary.py,1410,f122c6248343c9f19af3ddc05119de427cf785fc280728732316e5efc0d8c022,tests,true,
ml/tests/test_measurement_quality_thesis_notes.py,794,5939145450efb48985f6d01248beb4992f92ca05676f9473f916ff848b9e5df7,tests,true,
ml/tests/test_measurement_quality_ttd.py,1712,25daf5d6dfd4555cefbbbdecd1e53d29dda66525f590c77e9f67621d534a12b2,tests,true,
ml/tests/test_metrics.py,1135,a395aadb547258edb1aa8a49fa9660ab750845a73b4399937acf06815e42c406,tests,true,
ml/tests/test_no_demo_real_results_guard.py,1795,ef7449571ba6306fe566bf5bdaaa34d92cddd793f2fdfdb615a338b05074427c,tests,true,
ml/tests/test_operator_smoke_brief.py,671,c820eeb7fc6134129648cab611c85cfc6b139fa8ba0409832e04c87ccefb9229,tests,true,
ml/tests/test_performance_export.py,2462,247cdbeec4f03c7a63f829e4ef8c2e094f9018ded81bf3e46f89ca98880be7df,tests,true,
ml/tests/test_performance_report.py,1942,7e1ab79638d3d95a2a91d903a978efd0925194e374668b552f496ea010374f97,tests,true,
ml/tests/test_post_session_input_check.py,3312,193d2fded6b5a8dfa955d28ec2382e1c52d334b59bda90604fc594abbc74d0e6,tests,true,
ml/tests/test_postrun_quality_gate.py,4712,f782b939d09bcac6be3e7c1c70e224a3dbf4f54e2048b542a744ca90963776f6,tests,true,
ml/tests/test_real_comparison.py,6704,39293da7059fc524eea33e243149126a14ebd54165852f810cf58d53acef4514,tests,true,
ml/tests/test_real_lab_execution_brief.py,423,b58e277a92b38d48185fa8a185c375432718f33aa4b5a88f409f845bb413d856,tests,true,
ml/tests/test_real_lab_input_validation.py,3501,edf8e897dbfd46598a2756d390bafc2f3f2e0f8d4335dfc7b0215ca5c2ba8401,tests,true,
ml/tests/test_real_lab_runbook_docs_check.py,1709,cf426cbcbe2a9d3d95ee9501a0c1acf6ec0e0185b4fa11d7aef290eaf2dd92fe,tests,true,
ml/tests/test_real_measurement_bundle_validation.py,2951,c1a1f6448548a576b1efdf76b13a1755ed5c1518e2fffb9faac534bb3f96b837,tests,true,
ml/tests/test_real_measurement_preflight.py,1624,c211db46f8901e67b24859bc7703f59cd92180f03d6d423f154ec0e87ead5f09,tests,true,
ml/tests/test_real_measurement_report.py,3162,920ab87e6f3752bad04fbf8e20748eced5ff9dd625b553cae4f0f1d1447192d9,tests,true,
ml/tests/test_redaction.py,1256,6a3f8bbc594d230fd738cba3bb5e89d4656e6f7a083daa0a0f26f773aa312570,tests,true,
ml/tests/test_repo_hygiene_audit.py,875,40b81775b5d4ece1ffe4f290b91e157965600beb3aa235938bab18fd1df6183d,tests,true,
ml/tests/test_rule_proxy_export.py,2575,194035283e78cd75f5855ffa1042f32d443430582afa2e3c86278713adaaca0a,tests,true,
ml/tests/test_scenario_marker_helper.py,1294,2992646d846b42a5f87b421d52a75b293d99766247c687266a46f3e9285f868a,tests,true,
ml/tests/test_scoring_service_logic.py,2250,c6fa382023cbd1aadb7c9f86cba979065584ac79210930a54208722202f4f5af,tests,true,
ml/tests/test_security_report.py,3361,f77319ab020f50c64b920c5c8630bf989c51aa5b008b707e1e28f3f07cfe69a4,tests,true,
ml/tests/test_submission_bundle_report.py,1817,7e15742c07003c43efec9c86f8ca7bb602a09dae19b2d166711fd5f4bbb9182c,tests,true,
ml/tests/test_submission_candidate_validation.py,3393,c0135464fa4efd416a4a0797f1863a7e8350b3943a58534af7ebae897ca72b30,tests,true,
ml/tests/test_submission_candidates.py,2092,b2ac7824b9edbb8926fa97155f2b47a0a72d3aa2e561d6c286f9560f8fdee125,tests,true,
ml/tests/test_submission_manifest.py,2560,058ac0e48055217ae8c1b027e53ff728846f228ce2c662a63d65120259a5a6cd,tests,true,
ml/tests/test_submission_readme.py,473,c4cc14eb5b02d98d0af456f419b284a691d4874c8f568c890203cfc6ca11922a,tests,true,
ml/tests/test_submission_zip.py,2052,bd99c4aa0428512e129196d0f0d5b91749dcdd80a53d45b7bee7750ce5e49a02,tests,true,
ml/tests/test_submission_zip_inspection.py,2059,e1587746b57b1b8dabd9f0d9fd33a5f0f86b54e16fd25dd26952e6c6f16e2515,tests,true,
ml/tests/test_thesis_integration_input_check.py,649,0d3e5dea96fa99b75b8dc39e9b0c666aa97e00f4d798d5908799391063ec5b2d,tests,true,
ml/tests/test_thesis_tables_generation.py,2110,2f2f124e57643e25352f884a7a397188e3259c934cc9b2285d1b3dd74ca48eb7,tests,true,
ml/tests/test_thesis_update_package.py,647,03a8ab34a170607de9d18953f337241f92348465874a52c2d8f921b3aa1c43f7,tests,true,
ml/tests/test_thresholds.py,1130,832bbe2970c78313f106e1ea780e407f9741e220a1b056454e1c4b43c5b71931,tests,true,
ml/tests/test_tracked_generated_outputs_guard.py,1408,b545d2608d056fefd1dfbed8a9c5b11e71e2da04a59c78377b24e332d50b27d2,tests,true,
ml/tests/test_wazuh_baseline_correlation.py,4384,30f9fa55464594260622b3da434e795585acb903a7ec7d15598e6831386c15a0,tests,true,
ml/tests/test_wazuh_baseline_metrics.py,2551,6f52d312fb13962f36acc88cf4f136c2b91769a3f6faf03c265e95a868cf37b1,tests,true,
ml/tests/test_wazuh_baseline_parsing.py,3837,f75e6be58ffc7348773dbfb499e2325f4c5fbba3180408fe86af49bcddf205dd,tests,true,
ml/tests/test_wazuh_export_file.py,2821,2cc60638bc0f2c42dfd0b9b2ee73e863d7ad84e5bb83bbc0f37c2be6b79313fc,tests,true,
ml/tests/test_wazuh_export_summary.py,1058,341d90a920aa17465d00e26c5d043f423fb47a0ee69039f5003f40249f627f5d,tests,true,
ml/tests/thesis_integration_fixture.py,3439,6abb96e6df2ef011ac38f13c599ed5bcc0afed5a884bf62538a08c5b0fbc635e,tests,true,
experiments/final/ae_minimal.yaml,1573,24eaa65a512c7a0788173a083e84ad54511391f2c01008974f4fc3d3d6596a6d,config,true,
experiments/final/ae_context.yaml,1853,4c8eab3d35127d044f05234d8a21f667b216e359adebb8b5c60f61e8ff162be9,config,true,
docs/architecture.md,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,documentation,true,
docs/data_provenance_and_no_fake_measurements.md,13187,9b44568de3ac4bc96232e5b2e4271c0ffb0d1b6dabb00a7044f117b33a96a030,documentation,true,
docs/demo_runbook.md,2780,8fdd5388855cd301026f7fe7acf66f4d588b6ecaec1e6e15d6c2cc7b38a15959,documentation,true,
docs/experiment_plan.md,20278,a5889c5c1a80d98585606ff63c30cd6715caacc0639d207ca2cad7a343e43a60,documentation,true,
docs/feature_catalog.md,11368,233589e590631a12b2406aa571cc54a58d57ce1cf89190fca4691d2cbc429278,documentation,true,
docs/final_acceptance_runbook.md,2638,f01e109f6e7dc7f3e8365830a3a5bd2c2719d083762ee3f92435f1f94b1bb123,documentation,true,
docs/final_real_measurement_checklist.md,10497,bb317e87820f172ac09816951b01950938cad334a02483c0d73c779b4fc17036,documentation,true,
docs/final_scope.md,14207,80949702867df217f069702636c75120c066662a62f65bb486c1941086280291,documentation,true,
docs/final_submission_check_runbook.md,2358,158812cf429cda453a722a7de2ccc33f49ff200ac1c3785ed0f3c025efb878ea,documentation,true,
docs/final_submission_requirements.yaml,2327,b4cf7b10b52ebbfb16fe878160f7a7677fe9e9deadd940b0e0fd139c1a5d6806,documentation,true,
docs/git_hygiene_notes.md,3490,3b6e7e14e89bdc10a883e7816f146f5e28b9762c3683705133bea4e21b75cd9d,documentation,true,
docs/lab_100_event_plan_real_lab_001.md,5564,bd3a21fefe1a2c4c58ac118372c4fff7ce5e70c08d51bd4a5fa9b03bcb91db63,documentation,true,
docs/lab_attack_scenarios_runbook.md,6984,e93c5edf50dd8ae8b160528074905e17e4f87b75821039a6a0a6934dbf8f8266,documentation,true,
docs/lab_session_orchestration_runbook.md,3896,5b2dcbd0d76b05efe74e3191fab9e9b2b71f708c2cad8cd8ddf1d4d9f0d4dda2,documentation,true,
docs/lab_validation_runbook.md,2757,d9c634c78bd0604118a5c8cb322d33643686feacbb903be2ac474b439c06c3b8,documentation,true,
docs/live_integration_runbook.md,4489,d1d510e7fac30fa1d9362443d4c36860e5bf25a98932f0a60046845d80e142d5,documentation,true,
docs/live_smoke_runbook.md,4120,5a626b7e40733744761553883a06218102cedfa48408d29d2553bd2c0d74ae47,documentation,true,
docs/may03_validation.md,9053,ee7aa05577d6f3cf0b43af1d61899dc12aa46aa23ae2dcb460fa9ac7f82fd1d4,documentation,true,
docs/may04_validation.md,6514,8ac26621cdf0d3196534ecee95bf2a47a7a83aef6620ecea1fcf0da099e743f0,documentation,true,
docs/may05_validation.md,5218,ee5036cab8a8ca1d3061dcce2fb9a6628a763073baebee01129a2b32effed811,documentation,true,
docs/may06_validation.md,4886,8f974ff3abc097bd6451e8a68226d59dc7aed8d790e6f0c4e4c7c851280d48df,documentation,true,
docs/may07_validation.md,3992,dc7461b374a82c2278dac9ee35da78da3946ecfc48e9b0710fda9629196b21d4,documentation,true,
docs/may08_validation.md,3319,19da47b9c63ef5546b18842cc51614369533a4c071b29f6486bdfbcdd2c8ea4f,documentation,true,
docs/may09_validation.md,2805,510d83a41b81d26677af4dd74bc5ae0a59e560fc832c314018a258d44dd1947c,documentation,true,
docs/may10_performance_validation.md,3698,1303c4a945ada1c1435555e06317542fa02430a312e1f5d31e5e9a48531b4c6f,documentation,true,
docs/may10_validation.md,3669,237d6dde4fce322403310c19b481652468f3baecb06d9efcebf922626f898840,documentation,true,
docs/may11_validation.md,2362,043502173a9ff033d9a5d51985093fcc40e52bf5f956974c30fa2421ab80ef3e,documentation,true,
docs/measurement_quality_runbook.md,3964,8a7a49c09184fbb92f44e8530fe9b2c0e0d2f2d6097282a8026c682504e22d03,documentation,true,
docs/measurement_quality_thresholds.yaml,572,8398b05a43f41aef5d9c70dfada97d5cdf769979cef1cc45cf9acf2dbcf82b85,documentation,true,
docs/measurement_quality_thresholds_real_lab_100.yaml,576,1ccdd9ebed356ea1629b025b67085eaf7cba68d376f06783d2079b1e0058ae08,documentation,true,
docs/performance_runbook.md,3441,27872f3371e9e65cb02d0345dbb860d70995265337af85fafb7da48783871912,documentation,true,
docs/real_hybrid_lab_evaluation_runbook.md,5618,dd03098cd074d2f5f99bcd1d17c7df901133340a77431a62124bb925961e0a4e,documentation,true,
docs/real_lab_001_execution_order.md,3510,a251f5bd62e922f7f7c0d8a0b8d9c8e9e143bba31b1641a8b6a4957993c97701,documentation,true,
docs/real_lab_001_missing_flow_rerun_runbook.md,5086,4a285d2e64e6565629dda719c4dbcd8967e3f0bf650e9c063b60c550fe5bfde0,documentation,true,
docs/real_lab_001_pre_measurement_checklist.md,2218,4368332d5fd7cf8043fc335cee486266b0ad9bfd3054be30c755423597a75231,documentation,true,
docs/real_lab_001_scope_and_safety.md,1639,8030cfa9133580df9fa876f9b3a8c3b4feb342b2e3e377dfef93ac0da7cf22e2,documentation,true,
docs/real_lab_001_zeek_capture_runbook.md,3306,a1343ee18b279804af22bfd5ec2b59fea5e4a35f5f0f431f01fe6081b574d902,documentation,true,
docs/real_lab_after_action_review_template.md,1904,7ce2717dc3be613147716c032a2062683f4041efc05c3b03f25d42bf0d8495c9,documentation,true,
docs/real_lab_execution_day_runbook.md,4854,ea3e19dce2f306b3516723d7c53e366f2a1abfb57fdb02c5eb36d6453eea6d95,documentation,true,
docs/real_lab_minimum_acceptance_criteria.md,2383,32ebe06332cbaa35f6e6c99a6f8cd70eb9589c25be14397b18f01d35ee46acbe,documentation,true,
docs/real_lab_one_day_execution_plan.md,2882,d09818171bb6c6cf61d9268900cf397a3a8f7487ff53e61529206ba7360cf615,documentation,true,
docs/real_lab_operator_command_sheet.md,3268,b0180cde8e5c60f52dbe59725683c6010007c6d27aca157bfe6cdd184e0cad35,documentation,true,
docs/real_lab_scenario_script.md,6738,b9a33f192eb37549d3a80093eb64a88b95bcea99c40e90049b1b68440581233b,documentation,true,
docs/real_lab_troubleshooting_guide.md,3723,27d9e68b0088238ad4e95ce8725d0ba36ba1b174a1c97e4510affc3e9a54b948,documentation,true,
docs/real_measurement_export_and_packaging_runbook.md,4917,9ce73a1c83af6f4c90490cc9c07ec875b7828b813c9925a5cd49e359b3e3b2a3,documentation,true,
docs/real_measurement_qa_runbook.md,4362,8600a35d482ab5ceff26e771dbf0c37609181ba02eba8693f52838b238682175,documentation,true,
docs/repository_clean_state.md,2988,44338a5f9a5450599e7fc4ede172e92b9da26bc76e0ab55216a91cc2c2c6a72b,documentation,true,
docs/runbook.md,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,documentation,true,
docs/submission_bundle_policy.yaml,1692,fa67594a2575ce195b5bfe8b2b4aced727a4e6421e543cd00d62cd7caca3da83,documentation,true,
docs/submission_bundle_runbook.md,2433,896eed660c129f4ac7dbdbc42e7fd24698de73cba00c7426eab21e01f3d132d3,documentation,true,
docs/thesis_captions.md,1679,602f0ff7f9d6607c29f787a6a4ed472851e9b16a512f2ca4187a452cf2110db3,documentation,true,
docs/thesis_chapter_5_implementation_draft.md,13289,02d418d302e349d096db201d496755d6cd2c9d8a5fa061c0bc83f3d578acbde2,documentation,true,
docs/thesis_chapter_5_implementation_final.md,10406,e20137e525e144e24ceda5db74898f0c85ceb1c323ada8b6d511fb4ab338cc3f,documentation,true,
docs/thesis_chapter_6_results_draft.md,15164,b8c45796ca980ec80b62b48959c69697f716b46b24600172d8d3abf4a752221d,documentation,true,
docs/thesis_chapter_6_results_final.md,10451,dd0b2b34b7950ec6ac0ab20bb625b9bb6f9231b4633a875daa595529b39997fa,documentation,true,
docs/thesis_implementation_notes.md,3425,25f06b2e176b102e0250edc791289983ac789b6f5420a77dbb30fe585227c5f1,documentation,true,
docs/thesis_integration_runbook.md,3395,545e16fc28d5f45b8e9ded98ae7ea8c188782ca3231bba10783e24e35a8fb43d,documentation,true,
docs/thesis_limitations_and_error_analysis.md,7265,e22f3de7c8ddd92a977f85b3f8c94b1e71a917549c01edfa5b43a17de67b875f,documentation,true,
docs/thesis_missing_values.md,1565,48ec844d9e27697cac3ccc81e6ad40a9aa9a448387fc451ce8fcebd839d0da19,documentation,true,
docs/thesis_performance_notes.md,2663,909051aa2b4b3ad724c7e79cdb4ce600eb663b0414d7a6b0db510aaa4ebad3fd,documentation,true,
docs/thesis_ready_tables.md,6180,3520fdd09b38e2a93b5c8d79ff617250129b653edc1514e50575730d2945bc20,documentation,true,
docs/thesis_requirement_mapping.md,4474,ac498f9e6d11375cbb94de0cfa2526642680bb5255015699a06aa3308adbdf61,documentation,true,
docs/thesis_result_artifacts.md,39192,e8b86c4d5750fcbf3d5206918ed36359259ac6f45788e6d8a466805def033afb,documentation,true,
docs/thesis_tables_and_figures_plan.md,5481,d885ba70d5539c9f7c749ae371fe83a904307dd16bde0eeac303433b5f409064,documentation,true,
docs/thesis_word_integration_checklist.md,1310,d5580a4e2f15b3de8ad97f66dc42f96d6397f3438257d1695fbce18e5c27bde7,documentation,true,
docs/wazuh_bind_mount_troubleshooting.md,3032,e31cc303f6760019d2ffd3f4382d0dd3a864d05db1963fe6b98253f0e951840d,documentation,true,
docs/wazuh_real_baseline_runbook.md,5030,c746d625ce5b6554246c781f6b1419798d4a04bb3c28fb60cacd06960936de52,documentation,true,
templates/lab/event_marker_commands_100.md,96416,49641548f00a8c59edf3918b031adf7ea296ecb132d78fbc806a13705ea6167b,lab_templates,true,
templates/lab/lab_features_template.csv,169,547b9d80eb2f5193ea0be7560cc6ac280f67e2be0b67a10d120abcf598b775a5,lab_templates,true,
templates/lab/lab_ground_truth_100_skeleton.csv,7468,95a474b274c9b1ac96c70e4c8b3336918fa8c61c45c33f2c63c056495301965d,lab_templates,true,
templates/lab/lab_ground_truth_template.csv,86,f4be1ea72d2781eda86ce88016bed3b67f57a9429164c6ffe8196e604d8c45a8,lab_templates,true,
templates/lab/lab_scenarios_template.yaml,1124,13eeacea97c98eb733c66fe638f3569df2fb393bbde9c6c507c5b537cdde0d91,lab_templates,true,
templates/lab/operator_command_log_100.md,18355,a271988d186979fd59b498692126619d638b53829ee4a528ab8560a05dfa1107,lab_templates,true,
templates/lab/pilot_event_marker_commands_real_lab_001.md,1836,dcf8c2557fee50106ce6d1ad4d6395d6183a96d7a84305b1736150f0d7d5bbbf,lab_templates,true,
templates/lab/rerun_missing_flow_event_marker_commands.md,21200,d61c56b494cffaca9a22b4633a25a894e026045df42003a45752d9168bcaded0,lab_templates,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260503_231700/history.json,1023,c9033851bf1c9c58e5d9349a95d7fb84547aae6dd1eb26345362d0a8b4cf600e,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260503_231700/model.joblib,28512,a7cea11dd1698aa94d259529fe4662638300e98b4bbbac4b6158ed80ad67456a,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260503_231700/thresholds.json,209,8d567dc99caed317fa92326bfa8feab748a296475b383a49c44c89a10351cacc,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260503_231700/train_config.json,1930,549bf82aef6f96c047b5438359f41c44b5a598fdb06318b40173dad308af1a8d,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260503_233858/history.json,1023,c9033851bf1c9c58e5d9349a95d7fb84547aae6dd1eb26345362d0a8b4cf600e,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260503_233858/model.joblib,28512,a7cea11dd1698aa94d259529fe4662638300e98b4bbbac4b6158ed80ad67456a,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260503_233858/thresholds.json,209,8d567dc99caed317fa92326bfa8feab748a296475b383a49c44c89a10351cacc,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260503_233858/train_config.json,1930,549bf82aef6f96c047b5438359f41c44b5a598fdb06318b40173dad308af1a8d,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260504_113852/history.json,1023,c9033851bf1c9c58e5d9349a95d7fb84547aae6dd1eb26345362d0a8b4cf600e,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260504_113852/model.joblib,28512,a7cea11dd1698aa94d259529fe4662638300e98b4bbbac4b6158ed80ad67456a,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260504_113852/thresholds.json,209,8d567dc99caed317fa92326bfa8feab748a296475b383a49c44c89a10351cacc,model_artifact,true,
artifacts/final/final-ae-minimal-v1/ae_v1_20260504_113852/train_config.json,2002,9455256dd8a34c34b05bfebf06d0756362d3d113033b0512993fb75773399684,model_artifact,true,
data/processed/final/ae_minimal/preprocess.pkl,3229,5a133672936faa6d5819913a933e2348d9a6fcce111598980988355800034007,model_artifact,true,
reports/real_measurement/bundle_validation_report.md,1334,c9f3abfaa939ab61a770cba2e66ed48e6649113241c079e239ce55beb5943305,real_measurement_report,true,
reports/real_measurement/bundle_validation_summary.csv,1085,36c557949a6d34d45cdfb6828652392c3fa4fe8d0407fff8ad3ccb451579bd23,real_measurement_report,true,
reports/real_measurement/measurement_manifest.csv,25380,054f997cdade8fece4988b91c2c2c4ad7a3bd711f0bb8202f903e3aedee63988,real_measurement_report,true,
reports/real_measurement/measurement_manifest.json,45091,3c83d81bbe0409bb15559b23998ed1dcac6a48abb584d661da0933fb8177f685,real_measurement_report,true,
reports/real_measurement/measurement_manifest.md,27377,5f8e525dc78e3693eab8f402bb0ff555aa344ce5a4b7a25a5bee61cd59005868,real_measurement_report,true,
reports/real_measurement/measurement_provenance.json,1361,d85e4fe5e07ef3d2e805e29f82489c01a067dbb36eb875b0f668681428d61d09,real_measurement_report,true,
reports/real_measurement/real_lab_results_report.html,3584,2b2007d38117cd5204d4ac149c4ab54e054986c4c8dac01cb394aa8f3ad70940,real_measurement_report,true,
reports/real_measurement/real_lab_results_report.md,3546,3aaf0da000cfeaff6f5f66544285245a35f93efe9b475797400f9f3d935da2ad,real_measurement_report,true,
reports/real_measurement/run_metadata.json,329,1c72ce16f9169dd148c7c241dcb171af52042529a1fe9c0d29a5da651ee45caa,real_measurement_report,true,
reports/real_measurement/thesis_real_lab_section.md,2620,65026d83df21865a39b5e28d09bebfb82e6a2e55e3a7dfb832b357c58b342542,real_measurement_report,true,
reports/real_measurement_qa/defense_notes_real_measurement.md,3106,ec35ba68fadebdf0e5b8df8587b2b9ced594c839d2299e5b46a30fd3b0acbb74,qa_report,true,
reports/real_measurement_qa/postrun_metadata.json,179,1c939f2cf86f7f023faccb33a2fe745ec891230ec9380c61bd8012e0ec49e1da,qa_report,true,
reports/real_measurement_qa/postrun_quality_report.md,2285,99ae0dec143bf0a7942512976c42cb8eb388d0050e05567960efd1961d838d65,qa_report,true,
reports/real_measurement_qa/postrun_quality_summary.csv,1932,5d5deea73a11f641acb62420e29a54fd7795afe5f2023e7b90a1e7b4d1a063e5,qa_report,true,
reports/real_measurement_qa/preflight_metadata.json,200,c5d55d750fddc6e75bb7d8ac6df50e5fe4b292d4e3ed61f8931d0cd93ae292d6,qa_report,true,
reports/real_measurement_qa/preflight_report.md,2754,34f98b6508fd572d4afc8e666cd102bbdc671e4cfa4a2ab8563dffcb4a99c8d8,qa_report,true,
reports/real_measurement_qa/preflight_summary.csv,2323,9f47d8f1ca525b9e626433886abd65f0a89d6a0b83da6d42dc74b4a7843bfd61,qa_report,true,
reports/real_measurement_qa/research_question_answer.json,326,dedad4ba83787d03a232331a9a45ebb5595553a62d6837c4f2c28a415f1dd6e9,qa_report,true,
reports/real_measurement_qa/thesis_interpretation_bullets.md,806,84ef2659fe2f765dce9c43065a40703582236fcb34c53d6dc6f95e4f695b265a,qa_report,true,
reports/real_measurement_qa/thesis_readiness.md,902,bffc98e81800fe17b7bd595f45e5b4404cd4eeb7ed28ee618dd2cda9a645b3eb,qa_report,true,
reports/real_measurement_qa/thesis_table_ae_lab.md,269,aefb3fe0047fddb706bbd2b5e9bc42ec41f3e38ca6a0f037b93d9b188df7b722,qa_report,true,
reports/real_measurement_qa/thesis_table_hybrid_strategies.md,587,91ce0092814d2e1d79f373c7cfc74a71ea9e71ef8c1cee61c378b0622ea90199,qa_report,true,
reports/real_measurement_qa/thesis_table_real_comparison.md,874,2880ab916c75d7fdb6eb263807798884f7a9d87cd73508bac9bee094047a6fd4,qa_report,true,
reports/real_measurement_qa/thesis_table_wazuh_only.md,337,5bf81c083dafa34c1feea27496bcc8ed703b04fe768153d10f158ace2175e982,qa_report,true,
reports/measurement_quality/feature_alert_alignment.csv,2763,42d2ad1243d72894537a18bdc8cbbd89e5f5e05810c6f6214f7a1587c96164e2,quality_report,true,
reports/measurement_quality/feature_alert_alignment.json,5515,40a8df64bfde4b66a6de1ce065331eed54ebba55658716562d3bba9d68c596d6,quality_report,true,
